"interview__key","y5_hhid","itemcode","hh_ja01","hh_ja02_1","hh_ja02_2","hh_ja02a_1","hh_ja02b_1","hh_ja02b_2","hh_ja03_1","hh_ja03_2","hh_ja04","hh_ja05_1","hh_ja05_2","hh_ja06_1","hh_ja06_2","hh_ja07","hh_ja08_1","hh_ja08_2","hh_ja08_9","hh_ja09_1","hh_ja09_2"
"85-15-11-19","6341-001-01",1103,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1104,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1105,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1106,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1107,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",1108,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",4011,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",4012,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",4013,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",6011,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",6012,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",6013,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",6021,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",6022,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",6023,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",7021,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",7022,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",7023,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",7031,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",7032,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",7033,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",8041,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",8042,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",8081,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",8082,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",8083,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",8084,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",11011,2,,,,,,,,,,,,,,,,,,
"85-15-11-19","6341-001-01",11021,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",101,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",102,1,1,1.5,,,,1,1.5,1600,,0,,0,,,,,,
"20-77-92-58","6341-001-04",103,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",104,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",105,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",106,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",107,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",109,1,2,1750,,,,2,1750,5000,,0,,0,,,,,,
"20-77-92-58","6341-001-04",111,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",112,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",201,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",202,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",203,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",204,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",205,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",206,1,7,2,2,1,3,,0,,,0,7,2,2,1,0,0,,
"20-77-92-58","6341-001-04",207,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",301,1,2,500,,,,2,500,1000,,0,,0,,,,,,
"20-77-92-58","6341-001-04",302,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",303,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",501,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",502,1,2,8400,,,,2,8400,7000,,0,,0,,,,,,
"20-77-92-58","6341-001-04",503,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",504,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",603,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",701,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",704,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",801,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",802,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",803,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",805,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",806,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",807,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",809,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",810,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",901,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",902,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",903,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1001,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1002,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1003,1,2,200,,,,2,200,200,,0,,0,,,,,,
"20-77-92-58","6341-001-04",1004,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1081,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1082,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1101,1,2,100,,,,2,100,100,,0,,0,,,,,,
"20-77-92-58","6341-001-04",1102,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1103,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1104,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1105,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1106,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1107,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",1108,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",4011,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",4012,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",4013,1,2,500,,,,2,500,1200,,0,,0,,,,,,
"20-77-92-58","6341-001-04",6011,1,2,250,,,,2,250,500,,0,,0,,,,,,
"20-77-92-58","6341-001-04",6012,1,1,1,,,,,0,,,0,1,1,,,,,,
"20-77-92-58","6341-001-04",6013,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",6021,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",6022,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",6023,1,2,1400,,,,,0,,,0,2,1400,,,,,,
"20-77-92-58","6341-001-04",7021,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",7022,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",7023,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",7031,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",7032,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",7033,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",8041,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",8042,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",8081,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",8082,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",8083,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",8084,1,2,1500,,,,,0,,2,1500,,0,,,,,,
"20-77-92-58","6341-001-04",11011,2,,,,,,,,,,,,,,,,,,
"20-77-92-58","6341-001-04",11021,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",101,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",102,1,1,7.5,,,,1,7.5,12000,,0,,0,,,,,,
"97-85-68-41","6341-001-05",103,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",104,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",105,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",106,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",107,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",109,1,2,2625,,,,2,2625,7000,,0,,0,,,,,,
"97-85-68-41","6341-001-05",111,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",112,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",201,1,6,1,2,1,2,,0,,,0,6,1,2,1,0,0,,
"97-85-68-41","6341-001-05",202,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",203,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",204,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",205,1,2,1250,,,,2,1250,1500,,0,,0,,,,,,
"97-85-68-41","6341-001-05",206,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",207,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",301,1,2,750,,,,2,750,1500,,0,,0,,,,,,
"97-85-68-41","6341-001-05",302,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",303,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",501,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",502,1,2,3500,,,,2,3500,4200,,0,,0,,,,,,
"97-85-68-41","6341-001-05",503,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",504,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",603,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",701,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",704,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",801,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",802,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",803,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",805,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",806,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",807,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",809,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",810,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",901,1,3,1.5,,,,3,1.5,2000,,0,,0,,,,,,
"97-85-68-41","6341-001-05",902,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",903,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1001,1,4,250,,,,4,250,1200,,0,,0,,,,,,
"97-85-68-41","6341-001-05",1002,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1003,1,2,250,,,,2,250,250,,0,,0,,,,,,
"97-85-68-41","6341-001-05",1004,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1081,1,1,1,,,,1,1,1600,,0,,0,,,,,,
"97-85-68-41","6341-001-05",1082,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1101,1,2,20,,,,2,20,200,,0,,0,,,,,,
"97-85-68-41","6341-001-05",1102,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1103,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1104,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1105,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1106,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1107,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",1108,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",4011,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",4012,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",4013,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",6011,1,2,325,,,,2,325,1000,,0,,0,,,,,,
"97-85-68-41","6341-001-05",6012,1,1,1,,,,1,1,2000,,0,,0,,,,,,
"97-85-68-41","6341-001-05",6013,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",6021,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",6022,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",6023,1,2,800,,,,2,800,1000,,0,,0,,,,,,
"97-85-68-41","6341-001-05",7021,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",7022,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",7023,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",7031,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",7032,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",7033,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",8041,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",8042,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",8081,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",8082,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",8083,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",8084,1,2,3500,,,,2,3500,21000,,0,,0,,,,,,
"97-85-68-41","6341-001-05",11011,2,,,,,,,,,,,,,,,,,,
"97-85-68-41","6341-001-05",11021,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",101,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",102,1,1,2,,,,1,2,3200,,0,,0,,,,,,
"77-06-04-45","6342-001-01",103,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",104,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",105,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",106,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",107,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",109,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",111,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",112,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",201,1,6,2,1,1,1.5,6,2,2000,,0,,0,2,1,0,0,,
"77-06-04-45","6342-001-01",202,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",203,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",204,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",205,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",206,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",207,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",301,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",302,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",303,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",501,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",502,1,1,1.2,,,,1,1.2,1200,,0,,0,,,,,,
"77-06-04-45","6342-001-01",503,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",504,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",603,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",701,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",704,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",801,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",802,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",803,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",805,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",806,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",807,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",809,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",810,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",901,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",902,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",903,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1001,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1002,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1003,1,2,150,,,,2,150,150,,0,,0,,,,,,
"77-06-04-45","6342-001-01",1004,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1081,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1082,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1101,1,2,30,,,,2,30,300,,0,,0,,,,,,
"77-06-04-45","6342-001-01",1102,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1103,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1104,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1105,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1106,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1107,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",1108,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",4011,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",4012,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",4013,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",6011,1,2,250,,,,2,250,450,,0,,0,,,,,,
"77-06-04-45","6342-001-01",6012,1,2,500,,,,2,500,1500,,0,,0,,,,,,
"77-06-04-45","6342-001-01",6013,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",6021,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",6022,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",6023,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",7021,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",7022,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",7023,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",7031,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",7032,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",7033,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",8041,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",8042,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",8081,1,6,3,1,1,2,6,3,3000,,0,,0,2,1,0,0,,
"77-06-04-45","6342-001-01",8082,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",8083,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",8084,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",11011,2,,,,,,,,,,,,,,,,,,
"77-06-04-45","6342-001-01",11021,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",101,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",102,1,1,6,,,,1,6,9600,,0,,0,,,,,,
"69-68-49-17","6343-001-01",103,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",104,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",105,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",106,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",107,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",109,1,2,5530,,,,2,5530,14000,,0,,0,,,,,,
"69-68-49-17","6343-001-01",111,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",112,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",201,1,6,3,2,1,2.5,,0,,6,3,,0,2,1,0,0,,
"69-68-49-17","6343-001-01",202,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",203,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",204,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",205,1,2,200,,,,2,200,300,,0,,0,,,,,,
"69-68-49-17","6343-001-01",206,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",207,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",301,1,1,1.75,,,,1,1.75,3500,,0,,0,,,,,,
"69-68-49-17","6343-001-01",302,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",303,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",501,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",502,1,2,3500,,,,2,3500,2100,,0,,0,,,,,,
"69-68-49-17","6343-001-01",503,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",504,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",603,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",701,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",704,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",801,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",802,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",803,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",805,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",806,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",807,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",809,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",810,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",901,1,3,21,,,,,0,,,0,3,21,,,,,,
"69-68-49-17","6343-001-01",902,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",903,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1001,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1002,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1003,1,2,250,,,,2,250,250,,0,,0,,,,,,
"69-68-49-17","6343-001-01",1004,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1081,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1082,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1101,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1102,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1103,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1104,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1105,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1106,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1107,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",1108,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",4011,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",4012,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",4013,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",6011,1,2,195,,,,2,195,600,,0,,0,,,,,,
"69-68-49-17","6343-001-01",6012,1,2,750,,,,2,750,1500,,0,,0,,,,,,
"69-68-49-17","6343-001-01",6013,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",6021,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",6022,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",6023,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",7021,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",7022,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",7023,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",7031,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",7032,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",7033,1,2,250,,,,,0,,,0,2,250,,,,,,
"69-68-49-17","6343-001-01",8041,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",8042,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",8081,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",8082,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",8083,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",8084,1,2,7000,,,,,0,,2,7000,,0,,,,,,
"69-68-49-17","6343-001-01",11011,2,,,,,,,,,,,,,,,,,,
"69-68-49-17","6343-001-01",11021,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",101,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",102,1,1,4,,,,1,4,6000,,0,,0,,,,,,
"67-02-63-50","6344-001-01",103,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",104,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",105,1,1,3,,,,1,3,3600,,0,,0,,,,,,
"67-02-63-50","6344-001-01",106,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",107,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",109,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",111,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",112,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",201,1,6,3,2,1,3,,0,,6,3,,0,2,1,0,0,,
"67-02-63-50","6344-001-01",202,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",203,1,6,1,2,1,1.5,,0,,,0,6,1,2,1,0,0,,
"67-02-63-50","6344-001-01",204,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",205,1,2,500,,,,2,500,1000,,0,,0,,,,,,
"67-02-63-50","6344-001-01",206,2,,,,,,,,,,,,,,,,,,
"67-02-63-50","6344-001-01",207,2,,,,,,,,,,,,,,,,,,
